机构名称,表中文名,字段中文（可忽略）
教育,中职学生信息,学生类别
教育,中职学生信息,学校标识码
教育,中职学生信息,学校名称
教育,中职学生信息,学校所属行政区划
教育,高校学生信息,班级名称
教育,高校学生信息,层次
教育,高校学生信息,出生日期
教育,高校学生信息,当年所在级
教育,高校学生信息,入学日期
教育,高校学生信息,身份证号
教育,高校学生信息,性别
教育,高校学生信息,学号
教育,高校学生信息,姓名
教育,高校学生信息,学习形式
教育,高校学生信息,学制
教育,高校学生信息,院校名称
教育,高校学生信息,照片
教育,高校学生信息,专业名称
教育,普通高等学校毕业生报到证,报道地址
教育,普通高等学校毕业生报到证,报道结束日期
教育,普通高等学校毕业生报到证,报道开始日期
教育,普通高等学校毕业生报到证,报道证号
教育,普通高等学校毕业生报到证,毕业年份
教育,普通高等学校毕业生报到证,档案材料
教育,普通高等学校毕业生报到证,发证机关
教育,普通高等学校毕业生报到证,发证日期
教育,普通高等学校毕业生报到证,联系电话
教育,普通高等学校毕业生报到证,培养方式
教育,普通高等学校毕业生报到证,是否师范生
教育,普通高等学校毕业生报到证,身份证号
教育,普通高等学校毕业生报到证,是否专业对口
教育,普通高等学校毕业生报到证,证照状态
教育,普通高等学校毕业生报到证,生源地
教育,普通高等学校毕业生报到证,性别
教育,普通高等学校毕业生报到证,学历
教育,普通高等学校毕业生报到证,姓名
教育,普通高等学校毕业生报到证,学校名称
教育,普通高等学校毕业生报到证,修业年限
教育,普通高等学校毕业生报到证,专业名称
教育,普通高等学校毕业证书信息,是否毕（结）业
教育,普通高等学校毕业证书信息,毕（结）业日期
教育,普通高等学校毕业证书信息,层次
教育,普通高等学校毕业证书信息,证照状态
教育,普通高等学校毕业证书信息,民族
教育,普通高等学校毕业证书信息,入学日期
教育,普通高等学校毕业证书信息,身份证号
教育,普通高等学校毕业证书信息,证照有效截至日期
教育,普通高等学校毕业证书信息,证照有效开始日期
教育,普通高等学校毕业证书信息,性别
教育,普通高等学校毕业证书信息,姓名
教育,普通高等学校毕业证书信息,学校名称
教育,普通高等学校毕业证书信息,学习形式
教育,普通高等学校毕业证书信息,校（院）长姓名
教育,普通高等学校毕业证书信息,学制
教育,普通高等学校毕业证书信息,照片
教育,普通高等学校毕业证书信息,证书编号
教育,普通高等学校毕业证书信息,专业
教育,普通高等学校毕业证书信息,政治面貌
教育,学位证书信息,毕业年月
教育,学位证书信息,证照状态
教育,学位证书信息,出生日期
教育,学位证书信息,国别
教育,学位证书信息,获学位日期
教育,学位证书信息,民族
教育,学位证书信息,入学年月
教育,学位证书信息,省市名称
教育,学位证书信息,证照有效截至日期
教育,学位证书信息,证照有效开始日期
教育,学位证书信息,性别
教育,学位证书信息,姓名
教育,学位证书信息,学位类别
教育,学位证书信息,学位授予单位
教育,学位证书信息,学位证编号
教育,学位证书信息,学制
教育,学位证书信息,校长姓名
教育,学位证书信息,证件号码
教育,学位证书信息,证件类型
教育,学位证书信息,照片
教育,学位证书信息,照片状态
教育,学位证书信息,证书大类
教育,学位证书信息,证书分类
教育,学位证书信息,主席姓名
教育,学位证书信息,专业名称
教育,学位证书信息,政治面貌
教育,认定教师资格教师信息,市
教育,认定教师资格教师信息,区县
教育,认定教师资格教师信息,所在学校
教育,认定教师资格教师信息,教师姓名
教育,认定教师资格教师信息,性别
教育,认定教师资格教师信息,民族
教育,认定教师资格教师信息,岗位资格证书
教育,认定教师资格教师信息,任教学科
教育,认定教师资格教师信息,学校标识码
教育,认定教师资格教师信息,单位类别
教育,认定教师资格教师信息,身份证号码
教育,认定教师资格教师信息,教师资格种类名称
教育,认定教师资格教师信息,教师资格证书号码
教育,认定教师资格教师信息,认定机构名称
教育,自学考试信息,成绩
教育,自学考试信息,成绩类型
教育,自学考试信息,归档日期
教育,自学考试信息,科目名称
教育,自学考试信息,考试日期
教育,自学考试信息,免考标识
教育,自学考试信息,身份证号
教育,自学考试信息,学分
教育,自学考试信息,姓名
教育,自学考试信息,准考证号
教育,自学考试信息,专业名称
公安,保安员信息,保安员岗位
公安,保安员信息,保安资格证编号
公安,保安员信息,出生日期
公安,保安员信息,公民身份号码
公安,保安员信息,工作部门
公安,保安员信息,户籍地详址
公安,保安员信息,离职日期
公安,保安员信息,离职原因
公安,保安员信息,民族
公安,保安员信息,入职日期
公安,保安员信息,性别
公安,保安员信息,姓名
公安,保安员信息,资格证吊销机关
公安,保安员信息,资格证吊销日期
公安,保安员信息,资格证发证机关
公安,保安员信息,资格证发证日期
公安,保安员信息,资格证吊销原因
科技,外国人工作许可证信息,颁证单位
科技,外国人工作许可证信息,颁证单位组织机构代码
科技,外国人工作许可证信息,颁证时间
科技,外国人工作许可证信息,出生日期
科技,外国人工作许可证信息,持证者主体代码
科技,外国人工作许可证信息,持证者主体名称
科技,外国人工作许可证信息,国籍
科技,外国人工作许可证信息,工作单位地址
科技,外国人工作许可证信息,工作岗位
科技,外国人工作许可证信息,护照号码
科技,外国人工作许可证信息,类别
科技,外国人工作许可证信息,申请在中国工作职务
科技,外国人工作许可证信息,性别
科技,外国人工作许可证信息,许可证号码
科技,外国人工作许可证信息,许可证有效起始日期
科技,外国人工作许可证信息,许可证有效终止日期
科技,外国人工作许可证信息,用人单位名称
科技,外国人工作许可证信息,英文姓名
科技,外国人工作许可证信息,证件号码
科技,外国人工作许可证信息,状态
科技,外国人工作许可证信息,中文姓名
科技,外国人工作许可证信息,证照类型名称
民政,自主就业退役士兵信息,部职别
民政,自主就业退役士兵信息,残疾等级
民政,自主就业退役士兵信息,残疾性质
民政,自主就业退役士兵信息,身份证号
民政,自主就业退役士兵信息,姓名
民政,自主就业退役士兵信息,身体状况
民政,自主就业退役士兵信息,是否复工复职
民政,自主就业退役士兵信息,是否异地安置
民政,自主就业退役士兵信息,自主就业（自谋职业）安置类别
民政,自主就业退役士兵信息,是否参加教育培训
民政,自主就业退役士兵信息,是否发放自谋职业补助金
人社,个人就业创业信息,公民身份号码
人社,个人就业创业信息,姓名
人社,个人就业创业信息,性别
人社,个人就业创业信息,民族
人社,个人就业创业信息,工种类别
人社,个人就业创业信息,就业创业证号
人社,个人就业创业信息,发证日期
人社,个人就业创业信息,发证机构名称
人社,个人就业创业信息,发证单位
人社,个人就业创业信息,就业类别
人社,个人就业创业信息,工作单位名称
人社,个人就业创业信息,实现就业日期
人社,个人就业创业信息,人员类别
人社,个人就业创业信息,原工作单位名称
人社,个人就业创业信息,失业原因
人社,个人就业创业信息,当前状态
人社,个人就业创业信息,失业日期
人社,个人就业创业信息,失业登记原因
人社,个人就业创业信息,登记类型
人社,离退休人员信息,社会保障号码
人社,离退休人员信息,姓名
人社,离退休人员信息,离退休类别
人社,离退休人员信息,身份证号
人社,离退休人员信息,核发单位
人社,离退休人员信息,核发时间
人社,离退休人员信息,缴费年限起始时间
人社,离退休人员信息,领取退休待遇时间
人社,离退休人员信息,退休时申报单位
人社,人事档案代管证明信息,存档机构名称
人社,人事档案代管证明信息,存档时间
人社,人事档案代管证明信息,档案状态
人社,人事档案代管证明信息,存档机构地区代码
人社,人事档案代管证明信息,档案存放机构联系电话
人社,人事档案代管证明信息,身份证号码
人社,人事档案代管证明信息,性别
人社,人事档案代管证明信息,姓名
人社,人事档案代管证明信息,转出时间
人社,人事档案代管证明信息,存档机构代码（统一社会信用代码或组织机构代码）
人社,人事档案代管证明信息,档案编号
人社,非因工伤残或因病丧失劳动能力程度鉴定结论书信息,被鉴定人姓名
人社,非因工伤残或因病丧失劳动能力程度鉴定结论书信息,工作单位
人社,非因工伤残或因病丧失劳动能力程度鉴定结论书信息,疾病名称
人社,非因工伤残或因病丧失劳动能力程度鉴定结论书信息,鉴定结论
人社,非因工伤残或因病丧失劳动能力程度鉴定结论书信息,证件类型
人社,非因工伤残或因病丧失劳动能力程度鉴定结论书信息,发文单位
